age_group,gender,country,education,job_title,size_of_company,employer_uses_ml,current_salary,primary_tool_used,years_in_ml
45-49,Male,India,Masters,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","300,000-500,000",advance,5-10 years
50-54,Male,Israel,Masters,Other,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"125,000-149,999",advance,20+ years
18-21,Female,India,Bachelors,Student,,,,basic,< 1 years
25-29,Male,Other,Bachelors,Data Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","20,000-24,999",advance,1-2 years
30-34,Male,Turkey,Bachelors,Data Scientist,"> 10,000 employees",No (we do not use ML methods),"10,000-14,999",intermediate,< 1 years
30-34,Male,Spain,Bachelors,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"50,000-59,999",advance,5-10 years
30-34,Male,United States of America,Doctoral,Research Scientist,"> 10,000 employees",No (we do not use ML methods),"40,000-49,999",advance,3-5 years
30-34,Male,Italy,Masters,Data Engineer,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999",advance,3-5 years
30-34,Other,Italy,Coursework,Other,,,,intermediate,
45-49,Male,United States of America,Bachelors,Data Scientist,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","200,000-249,999",advance,20+ years
45-49,Male,United States of America,Masters,Data Analyst,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999",advance,10-20 years
35-39,Male,United States of America,Masters,Student,,,,basic,< 1 years
55-59,Male,Nigeria,Bachelors,Student,,,,advance,< 1 years
25-29,Male,India,Bachelors,Data Engineer,"> 10,000 employees",I do not know,"7,500-9,999",intermediate,3-5 years
40-44,Male,Nigeria,Bachelors,Product/Project Manager,0-49 employees,We are exploring ML methods (and may one day put a model into production),"10,000-14,999",advance,3-5 years
40-44,Male,Other,Masters,Software Engineer,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"25,000-29,999",advance,3-5 years
35-39,Male,India,Masters,Research Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","30,000-39,999",advance,1-2 years
30-34,Male,United States of America,Bachelors,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","300,000-500,000",advance,10-20 years
25-29,Male,India,Masters,Data Scientist,0-49 employees,No (we do not use ML methods),"70,000-79,999",advance,< 1 years
25-29,Male,Norway,Masters,Data Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999",advance,3-5 years
45-49,Male,United States of America,Masters,Data Analyst,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"80,000-89,999",advance,< 1 years
25-29,Male,Algeria,Doctoral,Data Analyst,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"1,000-1,999",advance,3-5 years
18-21,Other,India,Masters,Student,,,,advance,1-2 years
40-44,Male,Switzerland,Doctoral,Product/Project Manager,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","150,000-199,999",basic,20+ years
35-39,Male,United States of America,Doctoral,Other,0-49 employees,,,intermediate,
22-24,Female,Egypt,Bachelors,Student,,,,advance,3-5 years
22-24,Female,India,Bachelors,Student,,,,intermediate,
18-21,Male,Nigeria,Bachelors,Software Engineer,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","40,000-49,999",intermediate,
25-29,Female,United States of America,Masters,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,intermediate,
25-29,Male,Germany,Masters,Student,,,,advance,< 1 years
22-24,Male,India,Masters,Student,,,,advance,< 1 years
18-21,Male,India,Bachelors,Student,,,,intermediate,
22-24,Male,France,Masters,Data Analyst,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"30,000-39,999",advance,3-5 years
30-34,Male,Poland,Masters,Data Analyst,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999",advance,5-10 years
50-54,Male,Colombia,Masters,Research Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","20,000-24,999",advance,5-10 years
22-24,Male,India,Bachelors,Other,"> 10,000 employees",I do not know,$0-999,intermediate,
30-34,Male,Spain,Masters,Data Analyst,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","3,000-3,999",advance,1-2 years
22-24,Male,Pakistan,Bachelors,Student,,,,intermediate,
22-24,Male,India,Bachelors,Other,0-49 employees,We are exploring ML methods (and may one day put a model into production),$0-999,advance,< 1 years
30-34,Male,Chile,Coursework,Data Engineer,"1000-9,999 employees",No (we do not use ML methods),"1,000-1,999",intermediate,
25-29,Male,Nigeria,Bachelors,Student,,,,basic,I have never written code
50-54,Male,Canada,Doctoral,Data Scientist,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,20+ years
55-59,Male,United States of America,Masters,Data Engineer,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","150,000-199,999",intermediate,20+ years
30-34,Female,Romania,Masters,Data Scientist,"1000-9,999 employees",No (we do not use ML methods),"30,000-39,999",advance,1-2 years
50-54,Male,United States of America,Doctoral,Statistician,"> 10,000 employees",,,intermediate,
22-24,Male,Bangladesh,Masters,Data Scientist,,,,intermediate,
25-29,Male,Argentina,Coursework,Other,,,,intermediate,
22-24,Female,Ireland,Masters,Student,,,,advance,3-5 years
18-21,Male,United States of America,Coursework,Student,,,,basic,1-2 years
30-34,Male,United States of America,Doctoral,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,intermediate,
18-21,Male,India,Bachelors,Student,,,,advance,1-2 years
50-54,Male,Brazil,Masters,Business Analyst,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"20,000-24,999",intermediate,20+ years
30-34,Female,Italy,Doctoral,Other,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"1,000-1,999",basic,1-2 years
40-44,Male,Israel,Masters,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"80,000-89,999",advance,20+ years
18-21,Male,Viet Nam,Coursework,Other,,,,intermediate,
25-29,Female,United States of America,Masters,Data Scientist,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"100,000-124,999",advance,5-10 years
30-34,Male,Norway,Masters,Data Analyst,0-49 employees,,,intermediate,
35-39,Female,United States of America,Masters,Data Engineer,50-249 employees,We are exploring ML methods (and may one day put a model into production),"100,000-124,999",intermediate,3-5 years
35-39,Male,Other,Doctoral,Research Scientist,"1000-9,999 employees",,,intermediate,
25-29,Male,Austria,Masters,Student,,,,advance,3-5 years
30-34,Female,"Iran, Islamic Republic of...",Masters,Data Scientist,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),$0-999,intermediate,3-5 years
30-34,Male,Spain,Coursework,Data Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","50,000-59,999",advance,3-5 years
22-24,Female,Pakistan,Masters,Other,50-249 employees,We are exploring ML methods (and may one day put a model into production),$0-999,intermediate,
35-39,Male,Egypt,Masters,Data Scientist,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999",intermediate,20+ years
55-59,Male,France,Masters,Other,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),,intermediate,
22-24,Male,Morocco,Masters,Student,,,,intermediate,
30-34,Female,Spain,Doctoral,Research Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999",basic,1-2 years
35-39,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",intermediate,
35-39,Other,Sweden,Masters,Business Analyst,250-999 employees,We are exploring ML methods (and may one day put a model into production),"50,000-59,999",intermediate,
22-24,Male,Canada,Doctoral,Research Scientist,"1000-9,999 employees",,,intermediate,
35-39,Female,Argentina,Masters,Data Analyst,0-49 employees,I do not know,"5,000-7,499",advance,1-2 years
22-24,Male,Taiwan,Masters,Student,,,,intermediate,
35-39,Male,New Zealand,Doctoral,Research Scientist,250-999 employees,No (we do not use ML methods),"40,000-49,999",advance,5-10 years
55-59,Male,United States of America,Masters,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999",advance,20+ years
30-34,Female,Israel,Masters,Student,,,,advance,5-10 years
35-39,Male,Brazil,Doctoral,Research Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)",,intermediate,
22-24,Male,United States of America,Masters,Student,,,,intermediate,
18-21,Male,India,Masters,Student,,,,intermediate,
30-34,Male,Pakistan,Bachelors,Data Analyst,50-249 employees,I do not know,"5,000-7,499",basic,< 1 years
18-21,Male,South Africa,Bachelors,Student,,,,advance,1-2 years
30-34,Male,Other,Coursework,Data Analyst,250-999 employees,We are exploring ML methods (and may one day put a model into production),"7,500-9,999",advance,1-2 years
35-39,Male,France,Masters,Other,"1000-9,999 employees",No (we do not use ML methods),"50,000-59,999",advance,I have never written code
30-34,Male,Japan,Masters,Data Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),$0-999,advance,3-5 years
30-34,Male,United States of America,Masters,Software Engineer,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"100,000-124,999",intermediate,1-2 years
18-21,Female,India,Bachelors,Research Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",,intermediate,
25-29,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Student,,,,advance,3-5 years
25-29,Other,Canada,Coursework,Other,,,,intermediate,
25-29,Female,Algeria,Masters,Product/Project Manager,"1000-9,999 employees",No (we do not use ML methods),,intermediate,
30-34,Male,"Iran, Islamic Republic of...",Masters,Data Scientist,0-49 employees,No (we do not use ML methods),$0-999,advance,3-5 years
40-44,Male,Japan,Coursework,Data Analyst,"> 10,000 employees",No (we do not use ML methods),"1,000-1,999",intermediate,
40-44,Female,United States of America,Doctoral,Data Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",advance,10-20 years
45-49,Male,Australia,Bachelors,Other,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999",advance,1-2 years
40-44,Female,Philippines,Doctoral,Other,50-249 employees,No (we do not use ML methods),$0-999,basic,1-2 years
22-24,Male,United States of America,Masters,Student,,,,advance,3-5 years
25-29,Male,Other,Coursework,Software Engineer,0-49 employees,No (we do not use ML methods),$0-999,advance,
25-29,Female,France,Masters,Student,,,,advance,< 1 years
